2516;266564.4898,5072767.5926,733435.5102,7994845.079
2517;286403.0245,5581957.8444,713596.9755,7883385.0237
2518;309623.9975,6138176.2047,690376.0025,7771933.7807
2519;331625.8455,6635717.6592,668374.1545,7883385.0237
2520;341299.0815,6847276.8402,658700.9185,7939113.9744
2521;354031.1506,7120140.0701,645968.8494,7939113.9744
2522;354031.1506,7119590.5849,633810.8351,7459920.4242
2523;7388581.7051,5346295.9619,7611418.2949,6130647.8618
2524;8387435.3936,5287366.4111,8612564.6064,6105045.3229
2525;9382263.9986,5015022.5337,9617736.0014,7769820.2063
2526;10382160.6844,5009465.6326,10617839.3156,7769820.2063
2527;11380458.9191,4917227.7226,11619541.0809,7881360.6072
2528;12381050.6614,4949454.0007,12618949.3386,7881360.6072
2529;13377943.749,4778338.8585,13622056.251,7769820.2063
2530;14373831.2422,4543958.7485,14626168.7578,7658291.5838
2531;15369762.8656,4301887.1571,15630237.1344,7769820.2063
2532;16368802.1405,4243047.6899,16631197.8595,7769820.2063
2533;17368712.0863,4237497.0534,17631287.9137,8216047.461
2534;18366651.1244,4108734.6459,18633348.8756,9108931.643
2535;19366826.6463,4119833.9234,19633173.3537,9108931.643
2536;20363729.9966,3920073.517,20636270.0034,9108931.643
2537;21362893.6095,3864594.4239,21637106.3905,9108931.643
2538;22365606.566,4042142.6451,22634393.434,9108931.643
2539;23365953.1159,4064339.2821,23634046.8841,8662429.9456
2540;24365606.566,4042142.6451,24634393.434,8216047.461
2541;25365433.9064,4031044.5873,25634566.0936,8216047.461
2542;26372091.6014,4441789.7211,26627908.3986,8216047.461
2543;27374751.8801,4597270.374,27625248.1199,8216047.461
2544;28381316.9213,4963900.7603,28618683.0787,8327629.8888
2545;29385702.2627,5197314.1136,29614297.7373,8439221.4863
2546;30391234.6007,5480852.2815,30608765.3993,8439221.4863
2547;31392568.2965,5547584.2122,31607431.7035,8997297.1084
2548;32391899.9545,5514217.4377,32608100.0455,9108931.643
2549;33392011.1378,5519778.4545,33607988.8622,9108931.643
2550;488823.0522,9850714.5459,611232.2587,9999954.5477
2551;34392903.5824,5564268.2055,34607096.4176,8885668.2453
2552;35392679.9761,5553145.4985,35607320.0239,8885668.2453
2553;36390792.7005,5458609.7444,36609207.2995,8774045.6586
2554;37390462.1553,5441928.3147,37609537.8447,8662429.9456
2555;38391345.2847,5486413.0284,38608654.7153,8550821.6951
2556;39391234.6007,5480852.2815,39608765.3993,8327629.8888
2557;40392122.404,5525339.5162,40607877.596,8327629.8888
2558;41399761.6968,5898032.2447,41600238.3032,8216047.461
2559;42392456.6994,5542022.9709,42607543.3006,8216047.461
2560;43389869.0827,5411902.7645,43610130.9173,8216047.461
2561;44376208.0334,4680578.118,44623791.9666,8216047.461
2562;45376894.882,4719458.549,45623105.118,8662429.9456
2563;46380907.5458,4941675.1038,46619092.4542,8662429.9456
2564;47383385.5252,5075039.9659,47616614.4748,8439221.4863
2565;48383594.3624,5086154.8877,48616405.6376,8439221.4863
2566;49380296.2213,4908337.9841,49619703.7787,8439221.4863
2567;50381522.155,4975013.8616,50618477.845,8439221.4863
2568;51383281.2406,5069482.5732,51616718.7594,7992912.2914
2569;52390022.6061,5419687.0401,52609977.3939,7992912.2914
2570;53395453.0368,5689967.2308,53604546.9632,7992912.2914
2571;54402417.8778,6023791.1105,54597582.1222,7992912.2914
2572;55412543.5873,6488063.3445,55587456.4127,7769820.2063
2573;56415798.669,6632859.28,56584201.331,7769820.2063
2574;57415798.669,6632859.28,57584201.331,7881360.6072
2575;58416303.3881,6655137.9791,58583696.6119,7881360.6072
2576;59416303.3881,6655137.9791,59583696.6119,7937135.0704
2577;59916303.3881,6655137.9791,60083696.6119,7937135.0704
2578;61416303.3881,6655137.9791,61583696.6119,7937135.0704
2579;62416303.3881,6655137.9791,62583696.6119,7937135.0704
2580;63416303.3881,6655137.9791,63583696.6119,7881360.6072
2581;64416303.3881,6655137.9791,64583696.6119,7435271.5797
2582;388581.7051,5346295.9619,611418.2949,6130647.8618
2583;387435.3936,5287366.4111,612564.6064,6105045.3229
2584;382263.9986,5015022.5337,617736.0014,7769820.2063
2585;382160.6844,5009465.6326,617839.3156,7769820.2063
2586;380458.9191,4917227.7226,619541.0809,7881360.6072
2587;381050.6614,4949454.0007,618949.3386,7881360.6072
2588;377943.749,4778338.8585,622056.251,7769820.2063
2589;373831.2422,4543958.7485,626168.7578,7658291.5838
2590;369762.8656,4301887.1571,630237.1344,7769820.2063
2591;368802.1405,4243047.6899,631197.8595,7769820.2063
2592;368712.0863,4237497.0534,631287.9137,8216047.461
2593;366651.1244,4108734.6459,633348.8756,9108931.643
2594;366826.6463,4119833.9234,633173.3537,9108931.643
2595;363729.9966,3920073.517,636270.0034,9108931.643
2596;362893.6095,3864594.4239,637106.3905,9108931.643
2597;365606.566,4042142.6451,634393.434,9108931.643
2598;365953.1159,4064339.2821,634046.8841,8662429.9456
2599;365606.566,4042142.6451,634393.434,8216047.461
2600;307558.9492,5979501.3524,685218.1236,6264605.2052
2601;365433.9064,4031044.5873,634566.0936,8216047.461
2602;372091.6014,4441789.7211,627908.3986,8216047.461
2603;374751.8801,4597270.374,625248.1199,8216047.461
2604;381316.9213,4963900.7603,618683.0787,8327629.8888
2605;385702.2627,5197314.1136,614297.7373,8439221.4863
2606;391234.6007,5480852.2815,608765.3993,8439221.4863
2607;392568.2965,5547584.2122,607431.7035,8997297.1084
2608;391899.9545,5514217.4377,608100.0455,9108931.643
2609;392011.1378,5519778.4545,607988.8622,9108931.643
2610;392903.5824,5564268.2055,607096.4176,8885668.2453
2611;392679.9761,5553145.4985,607320.0239,8885668.2453
2612;390792.7005,5458609.7444,609207.2995,8774045.6586
2613;390462.1553,5441928.3147,609537.8447,8662429.9456
2614;391345.2847,5486413.0284,608654.7153,8550821.6951
2615;391234.6007,5480852.2815,608765.3993,8327629.8888
2616;392122.404,5525339.5162,607877.596,8327629.8888
2617;399761.6968,5898032.2447,600238.3032,8216047.461
2618;392456.6994,5542022.9709,607543.3006,8216047.461
2619;389869.0827,5411902.7645,610130.9173,8216047.461
2620;376208.0334,4680578.118,623791.9666,8216047.461
2621;376894.882,4719458.549,623105.118,8662429.9456
2622;380907.5458,4941675.1038,619092.4542,8662429.9456
2623;383385.5252,5075039.9659,616614.4748,8439221.4863
2624;383594.3624,5086154.8877,616405.6376,8439221.4863
2625;380296.2213,4908337.9841,619703.7787,8439221.4863
2626;381522.155,4975013.8616,618477.845,8439221.4863
2627;383281.2406,5069482.5732,616718.7594,7992912.2914
2628;390022.6061,5419687.0401,609977.3939,7992912.2914
2629;395453.0368,5689967.2308,604546.9632,7992912.2914
2630;402417.8778,6023791.1105,597582.1222,7992912.2914
2631;412543.5873,6488063.3445,587456.4127,7769820.2063
2632;415798.669,6632859.28,584201.331,7769820.2063
2633;415798.669,6632859.28,584201.331,7881360.6072
2634;416303.3881,6655137.9791,583696.6119,7881360.6072
2635;416303.3881,6655137.9791,583696.6119,7937135.0704
2636;416303.3881,6655137.9791,583696.6119,7937135.0704
2637;416303.3881,6655137.9791,583696.6119,7937135.0704
2638;416303.3881,6655137.9791,583696.6119,7937135.0704
2639;416303.3881,6655137.9791,583696.6119,7881360.6072
2640;416303.3881,6655137.9791,583696.6119,7435271.5797
2641;7402394.2021,6022678.103,7597605.7979,6131761.0362
2642;8402441.5565,6024424.4654,8429729.379,6106158.4579
2643;9512983.58,6215404.5677,9593441.6483,7769820.2063
2644;10399016.6128,5862423.1648,10600983.3872,7769820.2063
2645;11395248.4662,5679954.9687,11604751.5338,7769820.2063
2646;12380907.5458,4941675.1038,12619092.4542,7769820.2063
2647;13378402.19,4803892.2774,13621597.81,7546775.2199
2648;14377289.4417,4741676.935,14622710.5583,7546775.2199
2649;15375428.7499,4636146.0556,15624571.2501,7546775.2199
2650;16374117.989,4560618.1853,16625882.011,8104474.7501
2651;17394478.0011,5642132.17,17605521.9989,8216047.461
2652;18393576.3728,5597637.4022,18606423.6272,8327629.8888
2653;19393688.7911,5603199.0917,19606311.2089,8439221.4863
2654;20393576.3728,5597637.4022,20606423.6272,8439221.4863
2655;21394252.1059,5631008.21,21605747.8941,8550821.6951
2656;22402346.8597,6020452.093,22597653.1403,8550821.6951
2657;23413290.7769,6521475.3718,23586709.2231,8327629.8888
2658;24400228.9791,5920288.8303,24599771.0209,8216047.461
2659;25400345.9917,5925853.086,25599654.0083,8104474.7501
2660;26395840.1579,5708879.6747,26604159.8421,8216047.461
2661;27394026.5357,5619884.4286,27605973.4643,8327629.8888
2662;28391345.2847,5486413.0284,28608654.7153,8439221.4863
2663;29390462.1553,5441928.3147,29609537.8447,8439221.4863
2664;30391234.6007,5480852.2815,30608765.3993,8439221.4863
2665;31392568.2965,5547584.2122,31607431.7035,8997297.1084
2666;32391899.9545,5514217.4377,32608100.0455,9108931.643
2667;33392011.1378,5519778.4545,33607988.8622,9108931.643
2668;34392903.5824,5564268.2055,34607096.4176,8885668.2453
2669;35392679.9761,5553145.4985,35607320.0239,8885668.2453
2670;36390792.7005,5458609.7444,36609207.2995,8774045.6586
2671;37390462.1553,5441928.3147,37609537.8447,8662429.9456
2672;38391345.2847,5486413.0284,38608654.7153,8550821.6951
2673;39391234.6007,5480852.2815,39608765.3993,8327629.8888
2674;40392122.404,5525339.5162,40607877.596,8327629.8888
2675;41399761.6968,5898032.2447,41600238.3032,8216047.461
2676;42392456.6994,5542022.9709,42607543.3006,8216047.461
2677;43389869.0827,5411902.7645,43610130.9173,8216047.461
2678;44376208.0334,4680578.118,44623791.9666,8216047.461
2679;45376894.882,4719458.549,45623105.118,8662429.9456
2680;46380907.5458,4941675.1038,46619092.4542,8662429.9456
2681;47383385.5252,5075039.9659,47616614.4748,8439221.4863
2682;48383594.3624,5086154.8877,48616405.6376,8439221.4863
2683;49380296.2213,4908337.9841,49619703.7787,8439221.4863
2684;50381522.155,4975013.8616,50618477.845,8439221.4863
2685;51383281.2406,5069482.5732,51616718.7594,7992912.2914
2686;52390022.6061,5419687.0401,52609977.3939,7992912.2914
2687;53395453.0368,5689967.2308,53604546.9632,7992912.2914
2688;54402417.8778,6023791.1105,54597582.1222,7992912.2914
2689;55412543.5873,6488063.3445,55587456.4127,7769820.2063
2690;56415798.669,6632859.28,56584201.331,7769820.2063
2691;57415798.669,6632859.28,57584201.331,7881360.6072
2692;58416303.3881,6655137.9791,58583696.6119,7881360.6072
2693;59416303.3881,6655137.9791,59583696.6119,7937135.0704
2694;59916303.3881,6655137.9791,60083696.6119,7937135.0704
2695;61416303.3881,6655137.9791,61583696.6119,7937135.0704
2696;62416303.3881,6655137.9791,62583696.6119,7937135.0704
2697;63416303.3881,6655137.9791,63583696.6119,7881360.6072
2698;64416303.3881,6655137.9791,64583696.6119,7435271.5797
2699;402394.2021,6022678.103,597605.7979,6131761.0362
2700;402441.5565,6024424.4654,429729.379,6106158.4579
2701;512983.58,6215404.5677,593441.6483,7769820.2063
2702;399016.6128,5862423.1648,600983.3872,7769820.2063
2703;395248.4662,5679954.9687,604751.5338,7769820.2063
2704;380907.5458,4941675.1038,619092.4542,7769820.2063
2705;378402.19,4803892.2774,621597.81,7546775.2199
2706;377289.4417,4741676.935,622710.5583,7546775.2199
2707;375428.7499,4636146.0556,624571.2501,7546775.2199
2708;374117.989,4560618.1853,625882.011,8104474.7501
2709;394478.0011,5642132.17,605521.9989,8216047.461
2710;393576.3728,5597637.4022,606423.6272,8327629.8888
2711;393688.7911,5603199.0917,606311.2089,8439221.4863
2712;393576.3728,5597637.4022,606423.6272,8439221.4863
2713;394252.1059,5631008.21,605747.8941,8550821.6951
2714;402346.8597,6020452.093,597653.1403,8550821.6951
2715;413290.7769,6521475.3718,586709.2231,8327629.8888
2716;400228.9791,5920288.8303,599771.0209,8216047.461
2717;400345.9917,5925853.086,599654.0083,8104474.7501
2718;395840.1579,5708879.6747,604159.8421,8216047.461
2719;394026.5357,5619884.4286,605973.4643,8327629.8888
2720;391345.2847,5486413.0284,608654.7153,8439221.4863
2721;390462.1553,5441928.3147,609537.8447,8439221.4863
2722;391234.6007,5480852.2815,608765.3993,8439221.4863
2723;392568.2965,5547584.2122,607431.7035,8997297.1084
2724;391899.9545,5514217.4377,608100.0455,9108931.643
2725;392011.1378,5519778.4545,607988.8622,9108931.643
2726;392903.5824,5564268.2055,607096.4176,8885668.2453
2727;392679.9761,5553145.4985,607320.0239,8885668.2453
2728;390792.7005,5458609.7444,609207.2995,8774045.6586
2729;390462.1553,5441928.3147,609537.8447,8662429.9456
2730;391345.2847,5486413.0284,608654.7153,8550821.6951
2731;391234.6007,5480852.2815,608765.3993,8327629.8888
2732;392122.404,5525339.5162,607877.596,8327629.8888
2733;399761.6968,5898032.2447,600238.3032,8216047.461
2734;392456.6994,5542022.9709,607543.3006,8216047.461
2735;389869.0827,5411902.7645,610130.9173,8216047.461
2736;197696.837,7023492.4699,827424.6372,8738425.2594
2737;170633.6899,7896604.387,829366.3101,8941868.2096
2738;376208.0334,4680578.118,623791.9666,8216047.461
2739;376894.882,4719458.549,623105.118,8662429.9456
2740;380907.5458,4941675.1038,619092.4542,8662429.9456
2741;383385.5252,5075039.9659,616614.4748,8439221.4863
2742;383594.3624,5086154.8877,616405.6376,8439221.4863
2743;380296.2213,4908337.9841,619703.7787,8439221.4863
2744;381522.155,4975013.8616,618477.845,8439221.4863
2745;383281.2406,5069482.5732,616718.7594,7992912.2914
2746;390022.6061,5419687.0401,609977.3939,7992912.2914
2747;395453.0368,5689967.2308,604546.9632,7992912.2914
2748;402417.8778,6023791.1105,597582.1222,7992912.2914
2749;412543.5873,6488063.3445,587456.4127,7769820.2063
2750;415798.669,6632859.28,584201.331,7769820.2063
2751;415798.669,6632859.28,584201.331,7881360.6072
2752;416303.3881,6655137.9791,583696.6119,7881360.6072
2753;416303.3881,6655137.9791,583696.6119,7937135.0704
2754;416303.3881,6655137.9791,583696.6119,7937135.0704
2755;416303.3881,6655137.9791,583696.6119,7937135.0704
2756;416303.3881,6655137.9791,583696.6119,7937135.0704
2757;416303.3881,6655137.9791,583696.6119,7881360.6072
2758;416303.3881,6655137.9791,583696.6119,7435271.5797
2759;108635.9019,55812.367,290090.676,499449.4104
2760;505637.6268,22575.3088,715547.1632,555100.5523
2761;65529.7737,37122.7083,319629.891,666598.1236
2762;78854.8405,37446.9044,352941.3296,666475.742
2763;118912.0884,115743.1913,329532.2639,666199.5535
2764;158936.2595,38812.4046,615404.3234,242425.2429
2765;167305.8182,438690.2176,581302.8941,671557.2595
2766;1792146.6372,531572.3568,2171786.5614,798892.1071
2767;1818261.6061,542403.4865,2215971.2605,778520.4568
2768;1768687.4008,529837.2364,2239348.3283,747512.3199
2769;1728790.5125,553800.0274,2302838.4312,754470.0057
2770;1685008.1226,422057.8902,2362781.0759,762988.9701
2771;1822403.232,539569.8358,2171019.7908,713784.0294
2772;609389.5439,335734.5495,1210826.617,495840.5139
2773;603246.041,344586.2954,1216796.9402,561239.7723
2774;598470.4895,347466.3994,1221437.7996,533021.3682
2775;222284.759,165815.3567,386474.4972,287986.7779
2776;168279.2632,48902.5679,240742.2715,204368.9072
2777;93520.9467,11058.0634,299379.9747,720347.309
2778;82174.727,219250.1788,286869.4621,583003.507
2779;294888.0397,33596.069,838076.838,225835.0565
2780;75658.5275,39504.6841,332353.9025,520899.3469
2781;618188.3703,69035.2145,811853.5799,555045.9967
2782;441002.561,7472.5121,573747.3242,159186.7242
2783;432888.9744,17475.7958,572674.8343,98322.4345
2784;459484.2132,-5117.1443,549865.7316,61343.0135
2785;470026.9666,4074.8128,521704.5783,45058.6986
2786;491381.0118,11444.0622,513100.8665,40236.6807
2787;111077.6422,37578.7545,292512.4383,344248.3598
2788;392298.6945,37839.0408,608529.7924,450050.4438
2789;676559.1135,38038.1036,920126.9609,816029.6932
2790;216626.7848,37315.2255,374175.2666,648065.477
2791;580384.6695,34374.9559,810116.9093,648492.9357
2792;19727.0888,300290.578,175292.3807,722254.4741
2793;811308.3618,280301.123,974300.9855,722341.0915
2794;1239327.6454,1044829.5042,1778097.0161,1228643.9963
2795;275804.315,44490.996,786161.5293,230847.0695
2796;46909.4823,26320.81,697322.3508,192762.6571
2797;84022.7273,441902.1545,748002.1172,651667.4591
2798;351924.0102,27989.8177,657770.2583,183547.8428
2799;171266.7363,524881.609,837685.8815,691571.1251
2800;851713.5057,38759.8603,1154026.2022,281650.528
2801;746684.4047,44833.9825,1246162.7979,282151.6594
2802;177791.4829,21490.8201,429444.625,422816.1671
2803;825504.0208,16691.7115,973952.2097,415632.1006
2804;180946.6307,25647.7745,577713.4801,230853.3514
2805;31789.1658,790194.4183,337250.897,961865.1338
2806;468964.2543,22277.6643,550327.9872,56813.6354
2807;7732321.5661,56516.1847,8281014.2484,396946.4742
2808;5780893.8137,57065.6975,6171113.8267,288400.573
2809;3769348.4233,30263.9062,4186861.5715,300261.6427
2810;483133.5811,122090.45,1077862.8662,429389.2273
2811;594448.9244,133063.8526,955352.2768,378933.401
2812;569531.2442,159380.9288,1024810.3297,391676.3674
2813;191436.0228,70058.5869,370661.6319,610453.1799
2814;613412.0887,166629.6027,791044.8319,610288.4205
2815;120168.6831,19398.2201,376224.6645,531175.4981
2816;386224.1381,74532.5232,598545.4273,530953.9969
2817;735327.3218,37451.2789,939587.173,493986.2637
2818;79007.9567,27511.8821,1036701.0997,547834.4743
2819;153428.3468,26645.043,899448.1161,361947.0437
2820;69770.5924,8028661.885,339966.9596,8805835.5551
2821;362659.3383,6139743.7688,650264.3935,6694983.7149
2822;673859.633,4247236.6449,940090.9379,4805895.685
2823;226805.5479,22603.2298,383299.7381,312712.6906
2824;57733.4085,-20167.5315,203966.8014,281066.3612
2825;33975.7707,111644.9235,290984.4259,666375.071
2826;360771.506,87328.0745,632597.9589,666480.319
2827;714210.8375,36977.3011,920726.7283,666173.1978
2828;35378.7713,227974.7515,255350.1707,689107.7394
2829;153346.1079,222752.4681,375374.5352,489823.2918
2830;252517.6336,222763.806,450520.1082,404984.348
2831;277102.1637,33718.96,490794.623,129387.2653
2832;330834.9323,22883.494,878256.8267,228776.945
2833;324736.0741,35492.6157,904705.3997,245626.3002
2834;403035.4106,50037.9436,768832.0282,297193.4006
2835;398219.4372,45991.4538,758111.7741,263407.7603
2836;145176.9959,34820.8524,924814.011,234484.772
2837;414387.7434,32528.5736,931270.4859,251620.1388
2838;2207116.8067,39214.5883,2824152.7336,299313.5033
2839;1160413.4105,43511.1118,1799856.5177,329408.4342
2840;66407.2099,4149.1392,133592.7901,104107.2603
2841;274445.5512,40270.6815,883189.4294,242045.2257
2842;292873.9997,24314.9308,918350.9754,278976.8541
2843;205742.0613,82671.0346,996082.0131,268971.7552
2844;57317.9837,1035439.5662,338079.7297,1278450.0178
2845;168925.2184,2017265.0981,1026340.6098,2332143.3626
2846;91382.5171,3029793.969,1359462.1608,3307224.937
2847;8986.6494,4009781.4798,1109314.0477,4328046.4419
2848;129543.4629,5018853.6899,438372.0279,5281817.5368
2849;284027.0557,1026986.1455,707505.7072,1188193.7207
2850;277549.3321,2021431.8387,713729.3387,2308013.4967
2851;273038.3315,3039851.4748,718063.289,3215389.4067
2852;422982.113,22644.6648,581933.9621,278245.053
2853;3363434.3107,2012622.8118,3676208.2257,2199835.7224
2854;3036306.1186,1027084.73,3798176.714,1227370.5128
2855;202656.1791,16031.4207,788746.9402,229671.263
2856;187754.6365,30497.7688,781043.7173,259585.0321
2857;403546.8531,29270.4606,753865.5976,238890.8448
2858;453513.4977,23502.1706,773116.7841,243745.5465
2859;374427.4323,24474.5751,752749.5534,239971.2689
2860;368962.7036,20394.9761,900785.9536,249710.0915
2861;482435.6354,55443.7792,854813.5999,263451.7872
2862;102127.9018,56121.7195,293945.9252,500522.8409
2863;291751.5422,156318.5452,512174.666,600729.364
2864;480533.7763,56273.7365,705163.5871,500845.478
2865;718673.859,155971.1804,887776.2423,600393.9977
2866;111231.1231,183231.7365,398754.6302,277013.7472
2867;214992.6958,121793.6623,1048654.4981,2187001.718
2868;258710.1067,122857.2981,1157943.9948,2186600.2033
2869;390131.5238,379734.8797,1081142.5981,2185694.0733
2870;5879734.426,1744000.3076,7125269.7437,2621031.8552
2871;5965413.2863,1779535.4389,7270232.3774,2554195.8658
2872;5802768.5811,1738307.6666,7346928.6408,2452463.3364
2873;5671873.5402,1816925.5902,7555229.0868,2475290.3439
2874;5528230.816,1384701.5952,7751890.9134,2503239.6463
2875;5979001.2708,1770238.7032,7122754.0974,2341806.4367
2876;1999305.5283,1101489.101,3972520.3257,1626770.086
2877;1979149.7191,1130530.2041,3992107.9609,1841334.1528
2878;1963481.9307,1139979.3453,4007333.8472,1748754.2722
2879;729279.2469,544012.5493,1267958.413,944836.6206
2880;552096.2163,160441.1749,789835.2694,670500.323
2881;306826.6397,36279.663,982215.8007,2363339.4629
2882;269601.5837,719323.295,941170.894,1912737.3391
2883;967478.5103,110223.103,2749590.4261,740927.1811
2884;248223.0193,129608.2845,1090397.7621,1708983.9407
2885;2028173.0113,226493.0329,2663556.2865,1821013.4076
2886;364427.2314,123289.6304,959684.5585,1129421.4938
2887;1287066.6337,124143.5865,1996484.8277,1476540.4978
2888;2219677.6918,124796.6784,3018783.2045,2677257.4183
2889;64721.2901,983120.0046,575105.0854,2367513.2205
2890;2661767.5171,917537.9343,3196519.1498,2367797.3976
2891;1154604.024,91829.9268,2158034.5895,602189.8808
2892;561897.6176,1722049.0791,2748307.7633,2268929.6
2893;593655.7373,84146.0734,1895381.6422,757391.3704
2894;104294.9553,2592496.1873,1106463.985,3155719.1933
2895;1538593.5579,73089.3038,1805534.405,186396.0688
2896;25368509.075,185420.5533,27168681.9172,1302317.8287
2897;18966187.0529,187223.4171,20246436.4391,946196.1057
2898;12366628.6853,99291.031,13736422.4786,985110.3762
2899;628069.6848,229850.5472,1216079.0375,2002795.1411
2900;2012502.8273,546683.9549,2595286.2522,2002254.5929
2901;259212.4565,90262.0804,3401250.327,1797357.1993
2902;111468.8412,366288.3864,954671.404,2186265.5455
2903;1183631.1829,286508.8576,2075448.4705,2186610.8465
2904;2343206.723,121316.362,3020750.9415,2185603.2333
2905;116071.8523,747947.1638,837761.3518,2260847.6417
2906;503103.0219,730813.7225,1231541.2872,1607028.5833
2907;828468.2698,730850.9202,1478081.3886,1328686.1485
2908;909126.0155,110626.288,1610215.359,424498.0529
2909;1085416.4444,75077.08,2881420.035,750580.5282
2910;1065407.0674,116445.5897,2968193.5686,805860.565
2911;476301.5273,114241.4133,3034160.6344,769305.4562
2912;1359537.1215,106720.8287,3055343.2525,825523.7388
2913;7241196.8729,128656.7859,9265592.9584,981999.6828
2914;3807130.6123,142752.9914,5905041.0689,1080736.3326
2915;675005.4127,271229.8861,3267979.0713,882451.5001
2916;188050.7519,3397104.6431,1109183.2467,4194381.4331
2917;554215.4874,6618310.5764,3367252.4841,7651373.6825
2918;299810.8079,9940249.0466,4460168.7721,10850453.8141
2919;29483.6989,13155424.7379,3639474.5049,14199599.0344
2920;425010.5113,16466022.4813,1438225.5614,17328763.0358
2921;931847.2962,3369377.1179,2321212.9506,3898273.362
2922;910594.922,6631994.2215,2341631.6892,7572222.7582
2923;895795.0512,9973265.9935,2355850.6862,10549177.8436
2924;11034867.4013,6603080.0088,12061026.4873,7217294.3663
2925;9961614.3244,3369693.8181,12461184.7694,4026798.0904
2926;664881.148,52596.4194,2587747.2534,753513.1353
2927;615991.6702,100058.0964,2562474.2627,851655.2261
2928;1228434.0007,80297.0019,2469645.8263,787305.7379
2929;1210505.1366,66912.5176,2955328.5829,819257.1917
2930;1582790.914,181901.7988,2804500.9525,864341.4051
2931;-43631.4844,1394008.3371,771671.1461,1830690.2774
2932;152771.397,303313.4886,242990.3763,491651.1258
2933;488873.7888,9850775.5928,611267.7426,10000000.0
2934;-7543247.4475,268409.0623,-6885179.5836,1385504.5342
2935;1174242.0395,4571036.6933,1425200.2592,4813217.7251
2936;2169509.9898,4291202.3,2429911.3122,4762110.1723
2937;3168673.2854,4240133.6524,3430744.3039,4684345.1762
2938;4168673.2854,4240133.6524,4430744.3039,4723226.5637
2939;2173296.2563,4481455.6374,2427268.1457,6132606.7104
2940;3173296.2563,4481455.6374,3427268.1457,5660766.3795
2941;4173296.2563,4481455.6374,4427268.1457,5660766.3795
2942;286843.089,3584000.6561,383793.134,3669858.73
2943;413278.7361,3330184.6709,422992.4867,3341338.3539
2944;189879.5923,5163357.0668,419720.4077,5959651.8626
2945;197492.4947,5552353.6446,404953.9313,5763829.8115
2946;191005.3406,5222269.0375,418594.6594,5763829.8115
2947;192615.1157,5305643.7524,416984.8843,6712276.9974
2948;190941.3563,5218934.2613,418658.6437,6554118.7775
2949;186520.9794,4984429.4038,423079.0206,6866010.3299
2950;186520.9794,4984429.4038,423079.0206,6939545.2562
2951;187119.0831,5016655.1259,422480.9169,6939545.2562
2952;284708.7738,5110057.5726,420710.4323,6932859.992
2953;2297561.8685,7293157.0339,2715931.4121,7678078.6194
2954;289901.9242,656016.1962,479861.0004,777635.8502
2955;280586.2987,5431792.8644,719413.7013,8771615.9658
2956;280586.2987,5431792.8644,719413.7013,8771615.9658
2957;280586.2987,5431792.8644,719413.7013,8994558.8477
2958;250370.2709,4620818.0318,749629.7291,9329005.1824
2959;257862.1002,4831820.9485,742137.8998,9329005.1824
2960;261913.1021,4942895.6502,738086.8979,9217519.4415
2961;256262.3745,4787395.0381,743737.6255,9217519.4415
2962;270698.2865,5177309.8448,729301.7135,6154522.913
2964;-7401605.9114,1476348.1002,5402130.8135,8782951.2026
2965;64721.2901,985203.3376,575105.0854,2369596.5535
2966;2661767.5171,919621.2673,3196519.1498,2369880.7306
2967;64721.2901,985203.3376,575105.0854,2369596.5535
2968;2661767.5171,919621.2673,3196519.1498,2369880.7306
2969;480673.0192,1951910.5812,531586.2117,2012776.4352
2970;628072.2474,1586789.6622,742671.8483,1826712.6753
2971;166259.5247,238704.1046,653464.7958,1002730.5245
2972;166254.8015,238817.6898,653463.1459,1002848.2203
2973;688258.3769,1590487.6272,738323.9861,1648464.5603
2975;-1663497.9817,6983564.613,638934.0546,8827964.8996
2976;185583.6932,8017115.9547,280724.248,8069308.6695
2977;627778.6939,8124758.3168,724027.6852,8162076.1264
2978;582324.6858,8949476.6991,670508.7714,9032693.9668
2979;463266.1963,4487762.6565,618396.1766,4627830.8655
2980;496513.3239,8563111.2089,534527.8266,8607366.641
2981;707619.3787,7653639.0739,760410.7653,7709739.1025
2982;384924.0783,7510280.4821,719717.9306,7788113.0829
2983;640553.9607,7704501.0474,677461.4908,7749122.4489
2984;-549453.0909,56916.3518,1240859.774,748460.9666
2987;417320.6529,4819696.5057,651653.322,5249734.3074
2988;500000.0,8452027.5523,608450.6896,8562847.618
2989;628067.0609,1592302.0066,735057.0338,1826608.5053
2990;15295.6683,128592.0157,77763.4229,195037.85
2991;60274.813,36022.4241,734757.6418,512357.0023
2992;197752.0112,118183.806,2410622.1845,1680961.2935
2993;60274.813,36022.4241,734757.6418,512357.0023
2994;197752.0112,118183.806,2410622.1845,1680961.2935
2995;784542.1458,7573075.5694,1436369.6779,7642131.2707
2996;736193.9164,7481867.3333,762353.0155,7509977.889
2997;347533.6289,7804128.2016,363538.7624,7838571.3776
2998;633869.0929,7527631.0814,654741.6393,7555500.3591
2999;303593.1464,8683853.843,336627.7051,8739353.8653
3000;4309489.1092,268409.0623,4967556.9731,1385504.5342
3001;3357343.7008,-71697.7769,4518117.7069,267301.1431
3002;4743110.2733,26127.3044,5120463.6553,1120385.4703
3003;1241482.0019,973563.1609,1830078.9331,5215189.0853
3004;2251632.4276,4054757.3924,2835795.3321,5221314.5428
3005;35043.6538,440006.8768,1885895.3117,1735643.8497
3006;218128.7031,6126002.9379,1083427.297,7692850.9468
